業管機關簡碼,業管子機關簡碼,CCTV 設備代碼,基礎路段代碼,參考影像圖片的監看方位,參考影像圖片,動態影像串流網址,設置地點位置類型,設備架設位置X坐標,設備架設位置Y坐標,地理識別碼,縣市代碼,縣市名稱,市區鄉鎮代碼,市區鄉鎮名稱,道路代碼,道路名稱,道路分類,所屬道路方向,路段起點描述,路段迄點描述,所在方向里程數,路側設備布設簡圖URL,來源端平台資料更新時間(yyyy-MM-ddHH:mm:ss),本平台資料更新時間(yyyy-MM-ddHH:mm:ss),資料代表時間(yyyy-MM-ddHH:mm:ss),資料代表日期(yyyy-MM-dd)
AuthorityCode,SubAuthorityCode,CCTVID,LinkID,Bearing,Image,VideoStreamUrl,LocationType,PositionLon,PositionLat,Geohash,CountyID,CountyName,TownID,TownName,RoadID,RoadName,RoadClass,RoadDirection,RoadSectionStart,RoadSectionEnd,LocationMile,LayoutMapURL,SrcUpdateTime,UpdateTime,InfoTime,InfoDate
TPE,,T000105,6002860600020A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=105,1,121.61605,25.07838,wsqqxmqh,63000,臺北市,10,內湖區,600286A,康湖路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-25-0080-030-01,3000800003044B,,,https://cctv-ss03.thb.gov.tw:443/T8-030K+600,1,120.9858179,24.1848261,wsq194en,66000,臺中市,29,和平區,300080,台8線,3,E,,,30K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-22-0030-175-01,3000300017515B,,,https://cctv-ss03.thb.gov.tw:443/T3-175K+350,1,120.7053057,24.2105268,wsmcdxqu,66000,臺中市,17,潭子區,300030,台3線,3,S,,,175K+350,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-44-0080-114-02,3000800011596U,,,https://cctv-ss02.thb.gov.tw:443/T8-114K+940,1,121.341728,24.185496,wsq394y6,10015,花蓮縣,11,秀林鄉,300080,台8線,3,E,,,114K+940,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV056-EC,6614730300020O,,,http://223.200.7.27/jpeg?cam=56,4,120.976608,24.790287,wsqj0bum,10018,新竹市,1,東區,661473O,寶山路,6,SE,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-1R,CCTV-12-0650-003-01,6253930400020F,,,https://cctv-ss03.thb.gov.tw:443/T65-3K+045,4,121.442,25.03969,wsqq7qr6,65000,新北市,5,新莊區,625393F,台65線,6,S,,,3K+045,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000211,6205090500060E,,,https://cctv2.kctmc.nat.gov.tw/13d0719f,1,120.30772,22.67881,wsj918t3,64000,高雄市,3,左營區,620509E,博愛三路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-23-0610-197-01,1006100119792N,,,https://cctv-ss04.thb.gov.tw:443/T61-197K+700,1,120.3186358,23.93416301,wsm81vj6,10007,彰化縣,23,芳苑鄉,100610,台61線,1,N,,,197K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000224,2000800100110A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=224,1,121.52794,25.06835,wsqqt7tc,63000,臺北市,4,中山區,200080,新生高架道路,2,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NAN,,CCTV-051,4015100001199M,,,https://trafficcctv.nantou.gov.tw/cctv/049033.html,1,120.778848,23.718888,wsjyumuk,10008,南投縣,7,鹿谷鄉,401510,南投縣鹿谷鄉興產路(縣道151線與投55-2鄉道叉路口12K+000),4,,,,,,2022-10-24 01:01:21,2022-10-28 06:30:00,2022-10-24 01:01:21,2022-10-24
THB,THB-1R,CCTV-17-062A-004-14,1006210100460F,,,https://cctv-ss02.thb.gov.tw:443/T62A-4K+721,1,121.7773,25.11677,wsqwgh7e,65000,新北市,12,瑞芳區,100621,台62甲線,1,W,,,4K+721,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-34-0200-089-01,3002000108854E,,,https://cctv-ss05.thb.gov.tw:443/T20-89K+400,1,120.763558,23.158728,wsjgspcm,64000,高雄市,37,桃源區,300200,台20線,3,W,,,89K+400,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-56-0030-289-001,3000300028734Q,,,https://cctv-ss06.thb.gov.tw:443/T3-289K+035,1,120.52788,23.44061,wsjtqejx,10010,嘉義縣,13,中埔鄉,300030,台3線,3,S,,,289K+035,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV070-ND,6611620700050O,,,http://223.200.7.29/jpeg?cam=6,1,120.955595,24.831332,wsqj22mh,10018,新竹市,2,北區,661162O,東大路三段,6,NW,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-5R,CCTV-55-0030-296-001,3000300129597Q,,,https://cctv-ss06.thb.gov.tw:443/T3-296K+980,1,120.54241,23.38269,wsjtp08q,10010,嘉義縣,13,中埔鄉,300030,台3線,3,N,,,296K+980,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000122,6203290000000E,,,https://cctv9.kctmc.nat.gov.tw/play/jpg.php?devid={9c06653d-9fa0-e844-f94f-3b7bc3df56b2}&amp;amp;L=33806a101aa5543ed05e71b6f76648a8,1,120.26951,22.62447,wsj88y9t,64000,高雄市,2,鼓山區,620329E,哨船街,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TTT,,C109111,6841940100000V,,,https://trafficvideo.ttcpb.gov.tw/71019bab,1,121.18547,22.79225,wsn1tthw,10014,臺東縣,1,臺東市,684194V,吉林路二段,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-42-009D-045-04,3000940004535G,,,https://cctv-ss02.thb.gov.tw:443/T9D-045K+630,1,121.779477,24.360169,wsqde4th,10002,宜蘭縣,12,南澳鄉,300094,台9丁線,3,S,,,045K+630,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000088,6001710500020A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=88,1,121.54875,25.02099,wsqqmfvj,63000,臺北市,3,大安區,600171A,基隆路二段,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-54-0390-010-002,3003900101054D,,,https://cctv-ss06.thb.gov.tw:443/T39-10K+750(N),1,120.27818,22.94148,wsjd8brg,67000,臺南市,28,歸仁區,300390,台39線,3,N,,,10K+750,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-26-0140-079-01,3001400007922M,,,https://cctv-ss04.thb.gov.tw:443/T14-79K+100,1,121.13095,24.01833,wsq0skku,10008,南投縣,13,仁愛鄉,300140,台14線,3,E,,,79K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-13-0610-042-01,6370710500060H,,,https://cctv-ss02.thb.gov.tw:443/T61-37K+050,5,121.099,25.05638,wsqne9me,68000,桃園市,12,觀音區,637071H,台61線,6,SW,,,37K+050,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-23-0610-169-03,6585780300040N,,,https://cctv-ss04.thb.gov.tw:443/T61-169K+800-3,3,120.445294,24.140981,wsm9kf9x,10007,彰化縣,4,線西鄉,658578N,台61線,6,SE,,,169K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-45-0070-101-01,3000700010079G,,,https://cctv-ss01.thb.gov.tw:443/T7-101K+400,1,121.61387,24.679831,wsqkrkud,10002,宜蘭縣,11,大同鄉,300070,台7線,3,S,,,101K+400,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000233,6261070200010F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000233,1,121.84285,25.1096,wsqwue56,65000,新北市,12,瑞芳區,626107F,汽車路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000010,2001200000140E,,,https://cctv2.kctmc.nat.gov.tw/a276c8c1,1,120.31049,22.68129,wsj919p2,64000,高雄市,3,左營區,200120,高雄都會快速道路,2,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-15-0070-046-01,3000700004612H,,,https://cctv-ss03.thb.gov.tw:443/T7-46K+400,1,121.383,24.6784,wsqk6hs6,68000,桃園市,13,復興區,300070,台7線,3,S,,,46K+400,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0010-013-01,3000100001345F,,,https://cctv-ss01.thb.gov.tw:443/T1-13K+600,1,121.4132,25.02265,wsqq6g4r,65000,新北市,5,新莊區,300010,台1線,3,S,,,13K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000052,6050550500030B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000052,1,120.6519,24.165937,wsmc3x20,66000,臺中市,6,西屯區,605055B,文心路三段,6,SW,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
KHH,,64000C000326,6205000500000E,,,http://221.120.49.68:10180/,1,120.32393,22.60366,wsj8d4c5,64000,高雄市,9,前鎮區,620500E,凱旋四路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-21-0610-129-01,1006100012900K,,,https://cctv-ss04.thb.gov.tw:443/T61-129K+050,1,120.64301,24.447196,wsmg163x,10005,苗栗縣,2,苑裡鎮,100610,台61線,1,S,,,129K+050,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV109-ED,6612530500060O,,,http://223.200.7.29/jpeg?cam=45,1,120.963088,24.793341,wsqj096x,10018,新竹市,1,東區,661253O,南大路,6,SW,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
TPE,,T000331,6007160600020A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=331,1,121.55476,25.00087,wsqqnp32,63000,臺北市,8,文山區,600716A,興隆路二段,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000274,4018300000693E,,,https://cctv6.kctmc.nat.gov.tw/2c740823,1,120.36414,22.65932,wsj8fvn2,64000,高雄市,18,鳥松區,401830,183,4,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000387,6000430200120A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=387,1,121.5245,25.09498,wsqqv27k,63000,臺北市,11,士林區,600043A,中正路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-54-0610-298-002,1006100029710D,,,https://cctv-ss06.thb.gov.tw:443/T61-298K+720(S),1,120.08945,23.15267,wsj7swy6,67000,臺南市,15,七股區,100610,台61線,1,S,,,298K+720,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000040,6005350600000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=40,1,121.50873,25.06353,wsqqsfxv,63000,臺北市,6,大同區,600535A,民權西路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000039,6078940400040B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000039,1,120.6231647,24.1353501,wsmc2cen,66000,臺中市,7,南屯區,607894B,環中路四段,6,S,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-4R,CCTV-43-0090-186-01,3000900018611U,,,https://cctv-ss06.thb.gov.tw:443/T9-186K+080,1,121.609105,24.010799,wsq2x711,10015,花蓮縣,4,新城鄉,300090,台9線,3,S,,,186K+080,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-24-0030-202-01,3000300020229M,,,https://cctv-ss03.thb.gov.tw:443/T3-202K+370,1,120.6861389,23.99152778,wsmb6r8b,10008,南投縣,3,草屯鎮,300030,台3線,3,S,,,202K+370,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-31-0010-371-01,3000100037161E,,,https://cctv-ss05.thb.gov.tw:443/T1-371K+450,1,120.323135,22.700092,wsj94h2t,64000,高雄市,17,仁武區,300010,台1線,3,S,,,371K+450,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-45-007A-019-01,3000710001881G,,,https://cctv-ss01.thb.gov.tw:443/T7A-019K+300,1,121.422934,24.483365,wsq77113,10002,宜蘭縣,11,大同鄉,300071,台7甲線,3,S,,,019K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000345,6003360600010A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=345,1,121.54891,25.0414,wsqqmyth,63000,臺北市,3,大安區,600336A,忠孝東路四段,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000068,6001910600020A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=68,1,121.49976,25.1211,wsqquv1m,63000,臺北市,12,北投區,600191A,大度路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000071,6256510400000F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000071,1,121.46836,25.07639,wsqqsj48,65000,新北市,14,蘆洲區,625651F,四維路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-31-0030-424-01,3000300042509T,,,https://cctv-ss05.thb.gov.tw:443/T3-424K+900,1,120.488641,22.725276,wsj9mc10,10013,屏東縣,8,九如鄉,300030,台3線,3,S,,,424K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-22-0030-153-01,3000300115317B,,,https://cctv-ss03.thb.gov.tw:443/T3-153K+400,1,120.7971948,24.2852007,wsmfhucz,66000,臺中市,10,東勢區,300030,台3線,3,N,,,153K+400,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000153,6207550200030E,,,https://cctv4.kctmc.nat.gov.tw/66435e93,1,120.35889,22.59011,wsj8db6s,64000,高雄市,12,鳳山區,620755E,過埤路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000170,6204130300020E,,,https://cctv4.kctmc.nat.gov.tw/716795c3,1,120.34922,22.61884,wsj8dtes,64000,高雄市,12,鳳山區,620413E,國泰路二段,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-52-0610-270-001,6701930000140Q,,,https://cctv-ss06.thb.gov.tw:443/T61-270K+550N,1,120.16403,23.38679,wsjmn3kv,10010,嘉義縣,3,布袋鎮,670193Q,台61線,6,N,,,270K+550,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
STSP,,I000003,6163110000010D,,,https://stspcctv.stsp.gov.tw:5004/live?mode=0&amp;amp;channel=8,1,120.28122,23.08518,wsje34d0,67000,臺南市,20,新市區,616311D,新港社大道,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000224,6273020500000F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000224,1,121.33083,24.96756,wsqq0cnq,65000,新北市,8,鶯歌區,627302F,福德一路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-33-0110-094-01,3001100109377V,,,https://cctv-ss04.thb.gov.tw:443/T11-94K+450,1,121.4179369,23.2530048,wsnk6cjf,10014,臺東縣,8,長濱鄉,300110,台11線,3,N,,,94K+450,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000345,6205080000030E,,,https://cctv1.kctmc.nat.gov.tw/9e0ae049,1,120.30299,22.66106,wsj8ct3f,64000,高雄市,2,鼓山區,620508E,博愛二路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000151,6275300000100F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000151,2,121.52911,24.97229,wsqqj6nf,65000,新北市,6,新店區,627530F,環河路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000152,6062590600050B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000152,1,120.65183,24.17614,wsmc93pu,66000,臺中市,6,西屯區,606259B,河南路二段,6,W,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-4R,CCTV-42-009D-066-06,3000940006650U,,,https://cctv-ss02.thb.gov.tw:443/T9D-066K+960,1,121.703658,24.224974,wsq9c6jb,10015,花蓮縣,11,秀林鄉,300094,台9丁線,3,S,,,066K+960,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
PIF,,C000010,6754980600060T,,,http://59.120.122.53/cctv/C000010.htm,1,120.462101,22.462737,wevxv1jy,10013,屏東縣,3,東港鎮,675498T,船頭路,6,W,,,,,2022-10-24 00:01:02,2022-10-28 06:30:00,2022-10-24 00:01:02,2022-10-24
CHA,,CCTV35,3001900000147N,,,https://117.56.220.4:8401/Interface/Cameras/GetJPEGStream?Camera=cctv35&amp;amp;Width=320&amp;amp;Height=240&amp;amp;Quality=50&amp;amp;FPS=5&amp;amp;AuthUser=web,4,120.53185,24.07357,wsm8yy2w,10007,彰化縣,1,彰化市,,,0,,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
CHA,,CCTV102,4014400100119N,,,https://117.56.220.4:8403/Interface/Cameras/GetJPEGStream?Camera=CCTV102&amp;amp;Width=320&amp;amp;Height=240&amp;amp;Quality=50&amp;amp;FPS=5&amp;amp;AuthUser=web,4,120.419411,24.052862,wsm8u4ww,10007,彰化縣,6,福興鄉,,,0,,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000338,6000510000010A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=338,1,121.5096,25.0454,wsqqmp2s,63000,臺北市,5,中正區,600051A,中華路一段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
ILA,,ILA:CCTV:C000001,4019110100564G,,,http://223.200.93.8:8800/mjpeg_stream.cgi?ch=4,2,121.78415,24.78886,wsqt528t,10002,宜蘭縣,5,礁溪鄉,,,4,,,,,,2022-10-24 00:02:34,2022-10-28 06:30:00,2022-10-24 00:02:34,2022-10-24
TPE,,T000299,6004240000000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=299,1,121.5278,25.05786,wsqqt3tu,63000,臺北市,4,中山區,600424A,新生北路二段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000272,4018300000416E,,,https://cctv9.kctmc.nat.gov.tw/play/jpg.php?devid={e588681d-9714-bb94-31db-aa17b7e6f3ce}&amp;amp;L=33806a101aa5543ed05e71b6f76648a8,2,120.35291,22.686,wsj949y7,64000,高雄市,17,仁武區,401830,183,4,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000267,2000200000480A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=267,1,121.55267,25.04431,wsqqmzpv,63000,臺北市,3,大安區,200020,市民大道高架道路,2,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-41-0020-114-01,3000200111409G,,,https://cctv-ss01.thb.gov.tw:443/T2-114K+300,1,121.960165,24.983753,wsqwpk0s,10002,宜蘭縣,4,頭城鎮,300020,台2線,3,W,,,114K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000290,6006690300010A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=290,1,121.52211,25.02723,wsqqmk1d,63000,臺北市,5,中正區,600669A,羅斯福路二段,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000175,6208750400010E,,,https://cctv1.kctmc.nat.gov.tw/7b435e24,2,120.40492,22.58703,wsj87zu4,64000,高雄市,14,大寮區,620875E,鳳林二路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000131,6079720500030B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000131,1,120.724444,24.253906,wsmcgpkc,66000,臺中市,9,豐原區,607972B,豐勢路一段,6,SW,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
TNN,,C980310,6164550100010D,,,https://trafficvideo2.tainan.gov.tw/192168234003,1,120.16059,22.99759,wsj6y6d6,67000,臺南市,36,安平區,616455D,運河路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-44-0080-161-01,3000800116281U,,,https://cctv-ss02.thb.gov.tw:443/T8-161K+880,1,121.485521,24.210163,wsq3srr4,10015,花蓮縣,11,秀林鄉,300080,台8線,3,W,,,161K+880,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-35-0090-451-01,3000900044977T,,,https://cctv-ss05.thb.gov.tw:443/T9-451K+200,1,120.7075457,22.2069267,wevy6f8s,10013,屏東縣,25,枋山鄉,300090,台9線,3,S,,,451K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000054,6003650400070A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=54,1,121.59128,25.06098,wsqqwfhn,63000,臺北市,10,內湖區,600365A,成功路二段,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TTT,,C108101,6844360600000V,,,http://trafficvideo.ttcpb.gov.tw/b5bb56d3,1,121.12346,22.7944,wsn1sjx7,10014,臺東縣,1,臺東市,684436V,新興路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000031,6070240500050B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000031,1,120.655399,24.115264,wsmc1w49,66000,臺中市,3,南區,607024B,復興路一段,6,SW,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-1R,CCTV-13-0010-042-01,3000100004223H,,,https://cctv-ss01.thb.gov.tw:443/T1-42K+500,1,121.1899,24.92555,wsqjv9xc,68000,桃園市,10,平鎮區,300010,台1線,3,S,,,42K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV007-EC,6610340500050O,,,http://223.200.7.27/jpeg?cam=7,1,120.97176,24.80219,wsqj0g0g,10018,新竹市,1,東區,661034O,中華路二段,6,SW,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
KHH,,64000C000285,6190530600020E,,,https://cctv3.kctmc.nat.gov.tw/9def234c,1,120.33144,22.62284,wsj8dnqe,64000,高雄市,8,苓雅區,619053E,三多一路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-35-0260-033-01,3002600103754T,,,https://cctv-ss05.thb.gov.tw:443/T26-36K+070,1,120.806504,21.941043,wevuv40x,10013,屏東縣,4,恆春鎮,300260,台26線,3,W,,,36K+070,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV089-NC,6614810400020O,,,http://223.200.7.29/jpeg?cam=25,1,120.929418,24.847502,wsmvrg65,10018,新竹市,2,北區,661481O,南寮街,6,S,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-2R,CCTV-23-0170-035-01,3001700003505N,,,https://cctv-ss03.thb.gov.tw:443/T17-35K+970,1,120.420559,24.075334,wsm8unz8,10007,彰化縣,2,鹿港鎮,300170,台17線,3,S,,,35K+970,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-43-0110-021-02,3001100002150U,,,https://cctv-ss01.thb.gov.tw:443/T11-021K+800,1,121.568195,23.798757,wsnrqk7m,10015,花蓮縣,6,壽豐鄉,300110,台11線,3,S,,,021K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0090-135-19,3000900013508G,,,https://cctv-ss04.thb.gov.tw:443/T9-135K+842(S),1,121.783192,24.378537,wsqdejzz,10002,宜蘭縣,12,南澳鄉,300090,台9線,3,S,,,135K+842,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0090-106-01,3000900110619G,,,https://cctv-ss03.thb.gov.tw:443/T9-106K+961,1,121.847891,24.570731,wsqeu8yy,10002,宜蘭縣,3,蘇澳鎮,300090,台9線,3,N,,,106K+961,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-21-013A-008-01,3001310000801K,,,https://cctv-ss04.thb.gov.tw:443/T13A-8K+100,1,120.857949,24.635099,wsmunhwj,10005,苗栗縣,15,造橋鄉,300131,台13甲線,3,S,,,8K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
